,client_id,start,step_1,step_2,step_3,confirm,Variation,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth
29388,5832674,2,0,0,0,0,Control,9.0,110.0,26.0,M,2.0,41823.06,3.0,6.0
29390,5833025,2,1,0,0,0,Control,9.0,113.0,50.0,M,2.0,519202.09,3.0,6.0
29391,5833170,3,0,0,0,0,Control,11.0,140.0,50.0,M,3.0,38648.25,6.0,9.0
29393,5833618,1,1,1,1,0,Control,14.0,169.0,34.0,F,2.0,31931.9,6.0,9.0
29396,5834652,1,2,2,2,1,Control,15.0,186.0,35.5,F,2.0,58870.31,3.0,6.0
29398,5834919,1,1,1,1,1,Control,9.0,108.0,66.0,M,2.0,81201.72,3.0,6.0
29399,5835214,1,1,3,3,1,Control,12.0,155.0,67.5,F,2.0,92705.77,0.0,3.0
29401,5835614,1,1,1,1,1,Control,7.0,84.0,67.5,U,2.0,38688.36,3.0,6.0
29403,5836023,1,1,1,1,1,Control,9.0,119.0,79.5,F,2.0,31223.97,2.0,5.0
29404,5836080,1,0,0,0,0,Control,5.0,71.0,65.0,F,2.0,72691.95999999999,0.0,3.0
29415,5838050,1,1,1,1,1,Control,16.0,192.0,32.5,F,2.0,54566.82,2.0,5.0
29416,5838184,1,1,2,1,0,Control,23.0,285.0,63.0,F,2.0,220674.81,1.0,4.0
29418,5838650,2,2,2,2,1,Control,7.0,87.0,55.5,U,2.0,192424.39,6.0,9.0
29425,5839602,1,1,1,1,1,Control,10.0,121.0,56.0,F,2.0,55180.67999999999,1.0,4.0
29427,5839728,1,1,1,1,1,Control,6.0,72.0,43.5,U,2.0,50356.52,0.0,3.0
29428,5840107,2,2,3,3,1,Control,6.0,80.0,81.5,U,2.0,236807.03,6.0,9.0
29431,5840906,4,2,1,1,1,Control,12.0,146.0,41.0,F,2.0,31241.95,1.0,4.0
29432,5840984,2,2,0,0,0,Control,9.0,118.0,72.0,M,2.0,91449.71,3.0,6.0
29434,5841109,2,0,0,0,0,Control,5.0,71.0,64.0,U,2.0,109405.92,5.0,8.0
29435,5841499,1,1,1,1,1,Control,23.0,277.0,49.5,M,4.0,495952.17,6.0,9.0
29436,5841664,6,0,0,0,0,Control,8.0,96.0,70.0,U,2.0,54711.34,6.0,9.0
29437,5841697,1,1,1,1,1,Control,12.0,151.0,30.5,M,3.0,125471.31,5.0,8.0
29438,5841975,2,0,0,0,0,Control,4.0,56.0,44.0,U,3.0,207372.64,5.0,8.0
29439,5842004,3,1,0,0,0,Control,24.0,288.0,73.0,M,3.0,86244.34,4.0,7.0
29443,5842948,1,1,1,1,1,Control,4.0,59.0,44.5,U,2.0,105414.03,1.0,4.0
29447,5843450,1,1,1,1,1,Control,11.0,134.0,44.5,U,2.0,154491.91,5.0,8.0
29449,5843778,1,1,1,1,1,Control,5.0,71.0,37.5,U,2.0,25453.33,4.0,7.0
29452,5844424,2,0,0,0,0,Control,21.0,254.0,82.0,F,2.0,28526.58,0.0,4.0
29453,5844624,4,3,1,1,1,Control,22.0,264.0,72.5,M,3.0,165590.63,2.0,5.0
29454,5845017,1,1,1,1,1,Control,13.0,163.0,24.5,F,2.0,46313.66,0.0,3.0
29456,5845598,1,1,1,1,0,Control,13.0,167.0,79.0,F,2.0,38716.67,5.0,8.0
29457,5845872,3,3,2,2,1,Control,5.0,70.0,23.5,U,2.0,28614.42,6.0,9.0
29459,5846178,1,1,1,1,1,Control,8.0,100.0,39.5,U,3.0,146988.2,6.0,9.0
29460,5847269,2,2,2,1,1,Control,12.0,151.0,48.0,F,2.0,48928.08,3.0,6.0
29463,5847452,4,0,0,0,0,Control,6.0,80.0,29.0,U,2.0,48037.11,0.0,3.0
29465,5847586,1,1,1,1,1,Control,15.0,182.0,45.5,F,2.0,34059.83,0.0,3.0
29466,5847660,3,0,0,0,0,Control,6.0,82.0,36.0,U,2.0,33216.03,1.0,4.0
29467,5847726,2,1,1,1,1,Control,8.0,102.0,32.5,U,2.0,44553.26,3.0,6.0
29468,5847845,1,1,1,1,1,Control,6.0,76.0,56.5,M,2.0,89376.66,2.0,5.0
29469,5848027,2,0,0,0,0,Control,24.0,292.0,41.0,M,2.0,57264.74,6.0,9.0
29471,5848267,1,1,1,1,0,Control,13.0,156.0,68.0,M,2.0,556733.1000000001,2.0,5.0
29472,5848350,1,1,1,1,1,Control,13.0,163.0,30.0,M,2.0,97139.64,6.0,9.0
29476,5849432,5,3,3,3,1,Control,14.0,177.0,27.5,F,2.0,30404.26,3.0,6.0
29481,5850123,1,2,2,2,0,Control,31.0,376.0,71.0,M,2.0,242078.58,3.0,6.0
29482,5850237,2,3,3,3,2,Control,15.0,180.0,39.0,M,2.0,23942.57,1.0,4.0
29483,5850303,1,1,1,1,0,Control,6.0,72.0,53.0,M,2.0,85557.65,0.0,3.0
29485,5851066,1,1,1,1,1,Control,22.0,267.0,75.0,U,2.0,506205.15,2.0,5.0
29486,5851331,1,1,1,1,1,Control,8.0,106.0,32.5,F,2.0,37321.43,6.0,9.0
29489,5851688,1,1,1,1,1,Control,16.0,202.0,54.5,M,3.0,149296.15,1.0,4.0
29491,5851918,1,0,0,0,0,Control,19.0,238.0,40.0,M,3.0,112600.84,3.0,6.0
29492,5851947,2,1,1,0,0,Control,9.0,119.0,47.0,F,2.0,94173.62,2.0,5.0
29496,5852849,1,1,1,1,1,Control,15.0,190.0,46.5,M,2.0,39984.24,2.0,5.0
29500,5853771,1,0,0,0,0,Control,6.0,80.0,53.0,U,2.0,308795.27,1.0,4.0
29504,5854628,1,1,1,1,1,Control,19.0,230.0,62.5,M,3.0,36363.49,5.0,8.0
29505,5854788,3,1,1,1,0,Control,16.0,194.0,41.0,M,2.0,84732.76,1.0,4.0
29510,5855387,1,1,1,1,1,Control,12.0,151.0,32.5,M,3.0,202812.36,6.0,9.0
29512,5855902,1,1,1,1,1,Control,14.0,179.0,59.5,F,2.0,31003.09,3.0,6.0
29513,5856243,1,1,1,1,1,Control,12.0,154.0,30.5,F,2.0,79947.57,1.0,4.0
29514,5856474,2,1,0,0,0,Control,18.0,226.0,55.0,F,2.0,24016.42,0.0,3.0
29517,5856930,6,1,2,3,1,Control,7.0,88.0,71.0,M,2.0,191471.43,6.0,9.0
29518,5857593,3,1,1,1,1,Control,12.0,155.0,71.5,M,2.0,107678.07,4.0,7.0
29520,5857868,1,1,1,1,1,Control,11.0,143.0,29.5,F,2.0,60690.72,3.0,6.0
29522,5858388,1,1,1,1,1,Control,15.0,184.0,36.0,M,2.0,55954.57,1.0,4.0
29526,5859375,3,0,0,0,0,Control,11.0,137.0,54.0,F,2.0,67013.89,4.0,7.0
29530,5859808,1,1,1,1,1,Control,13.0,164.0,34.0,M,2.0,1378584.94,1.0,5.0
29535,5860978,1,1,1,1,1,Control,5.0,70.0,54.5,U,2.0,72329.89,1.0,4.0
29536,5861027,2,2,1,1,1,Control,12.0,152.0,61.5,M,3.0,1118578.5799999998,3.0,8.0
29537,5861436,2,0,0,0,0,Control,26.0,319.0,56.0,F,4.0,371026.56,2.0,5.0
29538,5861625,1,1,1,1,1,Control,6.0,73.0,22.5,M,2.0,40023.69,2.0,5.0
29541,5862916,1,1,1,1,1,Control,19.0,239.0,54.5,F,2.0,28958.0,6.0,9.0
29542,5862986,1,2,2,0,0,Control,4.0,59.0,51.0,U,2.0,30544.33,1.0,4.0
29544,5863138,2,0,0,0,0,Control,5.0,67.0,22.0,U,2.0,195776.56,3.0,7.0
29546,5863707,1,8,3,2,0,Control,15.0,190.0,41.0,M,2.0,105988.34,4.0,7.0
29547,5864399,1,1,1,1,0,Control,6.0,72.0,40.0,F,2.0,270236.71,1.0,4.0
29549,5864969,1,1,1,1,1,Control,5.0,65.0,29.0,U,2.0,32227.75,6.0,9.0
29550,5865037,1,0,0,0,0,Control,12.0,150.0,41.0,M,3.0,50229.37,6.0,9.0
29551,5865256,1,0,0,0,0,Control,17.0,214.0,63.0,F,2.0,62418.43,1.0,4.0
29556,5865838,1,1,1,1,1,Control,6.0,82.0,29.0,U,2.0,73996.62,6.0,9.0
29558,5866797,7,3,1,1,1,Control,24.0,288.0,46.5,F,3.0,202755.14,2.0,5.0
29563,5867937,2,2,2,2,1,Control,3.0,37.0,19.5,U,2.0,26825.34,0.0,3.0
29564,5868356,2,2,2,1,1,Control,21.0,253.0,64.0,F,2.0,246504.32,2.0,5.0
29565,5868409,4,2,1,1,5,Control,20.0,244.0,64.5,M,3.0,1034687.92,5.0,8.0
29568,5869101,1,0,0,0,0,Control,8.0,101.0,84.0,U,2.0,49868.61,0.0,3.0
29570,5869318,2,1,1,1,1,Control,9.0,117.0,30.5,M,3.0,180499.1,6.0,9.0
29571,5869320,8,3,3,1,3,Control,21.0,259.0,64.5,M,3.0,747247.99,4.0,7.0
29572,5869487,2,1,1,0,0,Control,12.0,150.0,49.0,M,2.0,337840.65,6.0,9.0
29573,5869570,2,0,0,0,0,Control,11.0,140.0,47.0,M,2.0,25084.35,1.0,4.0
29574,5869614,2,2,2,1,3,Control,7.0,84.0,24.0,U,4.0,76957.38,6.0,9.0
29575,5869847,2,0,0,0,0,Control,11.0,142.0,54.0,F,2.0,25955.64,2.0,5.0
29578,5870289,2,1,3,1,1,Control,7.0,94.0,59.5,U,2.0,54622.85,1.0,4.0
29579,5870441,2,2,1,1,1,Control,25.0,310.0,25.5,F,2.0,97090.46,6.0,9.0
29581,5870652,1,1,1,0,0,Control,21.0,261.0,59.0,F,2.0,53203.32,4.0,7.0
29585,5871038,1,1,1,1,1,Control,7.0,90.0,64.0,U,3.0,253382.81,6.0,9.0
29586,5871071,2,0,0,0,0,Control,15.0,190.0,68.0,M,2.0,36617.1,5.0,8.0
29591,5871387,1,1,1,1,1,Control,14.0,171.0,36.5,M,2.0,32683.79,2.0,5.0
29592,5871792,1,1,1,1,1,Control,27.0,328.0,30.0,F,2.0,40651.16,2.0,5.0
29602,5873674,2,2,2,4,1,Control,20.0,241.0,64.5,M,3.0,256560.91,3.0,6.0
29605,5874173,3,5,3,2,1,Control,8.0,107.0,50.5,F,3.0,129385.97,5.0,8.0
29608,5874483,2,1,1,1,1,Control,6.0,78.0,42.5,U,2.0,25073.9,2.0,5.0
29612,5875727,2,0,0,0,0,Control,6.0,83.0,31.0,U,2.0,31640.48,1.0,4.0
29613,5876035,1,1,3,3,1,Control,6.0,74.0,56.5,F,2.0,30908.53,1.0,4.0
29616,5876422,1,1,1,1,1,Control,6.0,73.0,18.5,U,2.0,28700.1,0.0,3.0
29623,5878388,1,0,0,0,0,Control,6.0,75.0,30.0,U,2.0,59591.37,3.0,6.0
29624,5878965,1,1,1,1,1,Control,6.0,72.0,49.5,U,3.0,118051.99,4.0,7.0
29626,5879670,3,2,1,1,1,Control,35.0,429.0,61.5,M,3.0,89870.56999999999,6.0,9.0
29629,5879965,1,1,1,1,0,Control,12.0,148.0,76.0,F,2.0,80776.23,3.0,6.0
29630,5880181,1,2,1,1,1,Control,14.0,178.0,58.5,F,2.0,371804.28,3.0,6.0
29632,5880385,4,2,3,3,1,Control,4.0,59.0,50.0,U,2.0,117752.76,6.0,9.0
29633,5880392,1,1,1,1,1,Control,27.0,328.0,71.5,M,2.0,54364.13,4.0,7.0
29634,5880453,1,1,0,0,0,Control,14.0,179.0,69.0,M,2.0,134164.02000000002,2.0,5.0
29641,5881854,4,0,0,0,0,Control,10.0,130.0,38.0,M,2.0,98700.66,3.0,6.0
29654,5883955,1,1,0,0,0,Control,6.0,81.0,24.0,U,2.0,51798.08,1.0,4.0
29655,5884125,2,1,1,1,0,Control,6.0,83.0,61.0,U,2.0,111020.6,6.0,9.0
29665,5886350,5,2,2,1,1,Control,20.0,251.0,58.5,F,2.0,187720.47,0.0,3.0
29667,5887136,1,1,1,1,1,Control,21.0,253.0,44.5,M,2.0,326062.48,2.0,5.0
29669,5887829,14,2,3,3,1,Control,6.0,75.0,50.5,U,2.0,43160.81,6.0,9.0
29671,5888582,3,0,0,0,0,Control,15.0,191.0,32.0,M,2.0,81583.89,6.0,9.0
29672,5888619,2,2,1,1,1,Control,9.0,110.0,30.5,M,3.0,99862.55,4.0,7.0
29673,5888658,1,1,1,0,0,Control,16.0,200.0,55.0,F,2.0,138088.03,3.0,6.0
29674,5888688,2,1,1,1,1,Control,14.0,173.0,59.5,U,3.0,244101.13,6.0,9.0
29683,5890080,1,1,0,0,0,Control,12.0,150.0,53.0,M,2.0,24181.81,4.0,7.0
29684,5890536,1,1,0,0,0,Control,16.0,194.0,55.0,M,2.0,107879.47,0.0,3.0
29687,5890737,1,1,2,2,1,Control,13.0,161.0,36.5,F,2.0,105834.13,5.0,8.0
29688,5890801,10,1,1,1,1,Control,7.0,90.0,30.5,U,2.0,27437.18,5.0,8.0
29689,5890932,1,1,1,1,1,Control,21.0,259.0,62.5,F,4.0,1397686.5599999998,6.0,9.0
29690,5890936,7,4,2,2,1,Control,28.0,347.0,93.5,M,3.0,1364856.21,6.0,9.0
29691,5890995,5,0,0,0,0,Control,7.0,95.0,60.0,U,3.0,193157.12,6.0,9.0
29692,5891447,2,1,1,1,1,Control,2.0,35.0,22.5,U,2.0,27397.75,6.0,9.0
29695,5891980,1,0,0,0,0,Control,18.0,227.0,66.0,M,2.0,156569.62,6.0,9.0
29698,5892346,1,1,2,2,0,Control,5.0,65.0,38.0,U,2.0,25081.96,2.0,5.0
29699,5892672,1,1,1,2,0,Control,8.0,103.0,29.0,F,2.0,29013.94,1.0,4.0
29702,5893114,0,0,1,2,1,Control,6.0,80.0,31.5,U,2.0,31781.46,1.0,4.0
29703,5893434,1,1,1,1,1,Control,21.0,258.0,65.5,F,2.0,60537.25,4.0,7.0
29704,5893578,1,1,1,1,0,Control,5.0,70.0,20.0,U,2.0,32212.77,6.0,9.0
29711,5894785,1,0,0,0,0,Control,9.0,109.0,47.0,F,2.0,31209.12,0.0,3.0
29712,5894811,6,2,1,1,2,Control,13.0,160.0,50.5,F,3.0,685130.78,6.0,9.0
29713,5894819,1,1,1,1,1,Control,8.0,102.0,67.5,U,2.0,88612.23,6.0,9.0
29714,5895512,1,1,1,2,1,Control,13.0,166.0,57.5,M,2.0,119731.4,2.0,5.0
29715,5895605,1,0,0,0,0,Control,22.0,274.0,27.0,M,2.0,60164.72,0.0,3.0
29716,5895617,1,1,1,1,0,Control,7.0,85.0,32.0,U,2.0,52697.62,2.0,5.0
29720,5896427,1,0,0,0,0,Control,18.0,218.0,19.0,F,2.0,44138.05,0.0,3.0
29722,5896556,1,1,1,1,1,Control,6.0,83.0,53.0,U,3.0,38052.12,2.0,5.0
29723,5896881,1,1,0,0,0,Control,7.0,94.0,66.0,U,2.0,80040.83,3.0,6.0
29724,5897376,1,1,1,1,1,Control,15.0,189.0,72.5,M,3.0,77822.07,1.0,4.0
29725,5897504,1,1,1,1,1,Control,12.0,152.0,40.5,M,4.0,34758.32,3.0,6.0
29726,5897806,2,0,0,0,0,Control,6.0,78.0,28.0,U,3.0,174711.34999999998,2.0,5.0
29727,5897837,3,3,2,2,1,Control,8.0,98.0,63.5,M,2.0,126077.0,1.0,4.0
29729,5898319,1,0,0,0,0,Control,15.0,189.0,56.0,F,2.0,91879.31,4.0,7.0
29732,5898764,1,1,1,0,0,Control,10.0,124.0,38.0,M,2.0,34458.42,2.0,5.0
29736,5899425,1,1,2,2,1,Control,31.0,372.0,81.5,F,2.0,48048.48,1.0,4.0
29738,5899752,1,1,2,1,0,Control,11.0,141.0,72.0,M,2.0,40217.91,2.0,5.0
29746,5900557,1,0,0,0,0,Control,5.0,68.0,59.0,F,2.0,27734.17,1.0,4.0
29748,5900806,1,1,1,1,1,Control,11.0,138.0,41.5,M,2.0,25790.08,0.0,3.0
29751,5901463,1,0,0,0,0,Control,16.0,192.0,53.0,F,2.0,171787.87,0.0,3.0
29754,5901964,1,0,0,0,0,Control,16.0,203.0,68.0,F,2.0,116751.59,4.0,7.0
29760,5902655,1,1,0,0,0,Control,25.0,306.0,66.0,F,2.0,388850.31,3.0,6.0
29763,5902851,1,1,1,1,0,Control,5.0,60.0,34.0,U,2.0,43805.53999999999,2.0,5.0
29764,5903086,1,0,0,0,0,Control,9.0,109.0,41.0,M,2.0,30269.6,3.0,6.0
29765,5903110,3,3,3,3,2,Control,28.0,337.0,56.0,F,2.0,27254.54,1.0,5.0
29766,5903293,2,1,2,2,1,Control,6.0,82.0,24.5,U,3.0,57955.36,4.0,7.0
29769,5903999,1,1,1,1,1,Control,8.0,106.0,53.0,F,2.0,133475.28,1.0,4.0
29771,5904145,2,2,4,2,0,Control,8.0,96.0,27.0,U,2.0,112107.12,5.0,8.0
29774,5904861,1,1,1,1,1,Control,6.0,77.0,62.5,U,2.0,245337.96,3.0,6.0
29777,5905486,2,2,2,1,0,Control,7.0,84.0,53.0,U,4.0,332413.75,1.0,6.0
29779,5905660,2,2,1,0,0,Control,24.0,291.0,25.0,F,2.0,27023.77,2.0,5.0
29781,5906129,1,0,0,0,0,Control,26.0,318.0,52.0,F,2.0,65610.94,1.0,4.0
29784,5907345,1,1,1,1,1,Control,11.0,132.0,33.5,M,2.0,113300.86,5.0,8.0
29785,5907556,15,3,5,3,1,Control,14.0,168.0,43.5,M,2.0,35608.03,0.0,3.0
29786,5907843,1,2,4,1,0,Control,10.0,127.0,31.0,M,2.0,48183.92,3.0,6.0
29788,5907969,0,0,0,1,1,Control,7.0,86.0,44.0,U,2.0,40253.44,2.0,5.0
29790,5908095,1,1,1,0,0,Control,4.0,59.0,48.0,U,2.0,28872.86,0.0,3.0
29792,5908286,2,1,1,0,0,Control,5.0,67.0,57.0,U,2.0,55820.7,2.0,5.0
29793,5908339,1,1,1,1,1,Control,15.0,190.0,40.0,F,2.0,205785.55,5.0,8.0
29797,5908562,1,1,0,0,0,Control,18.0,219.0,68.0,M,2.0,31624.74,2.0,6.0
29798,5908745,1,2,1,0,0,Control,6.0,83.0,36.0,U,2.0,69637.03,1.0,4.0
29800,5909312,2,0,0,0,0,Control,7.0,92.0,35.0,U,2.0,64453.4,1.0,4.0
29809,5910364,1,2,2,1,1,Control,13.0,161.0,49.5,F,2.0,86482.69,1.0,4.0
29810,5910608,1,1,1,1,1,Control,5.0,65.0,30.5,U,2.0,26220.95,2.0,5.0
29811,5910645,1,1,1,1,1,Control,17.0,207.0,60.5,M,2.0,330366.87,1.0,5.0
29812,5910853,8,2,0,0,0,Control,10.0,131.0,68.0,M,2.0,69400.88,1.0,4.0
29813,5910870,3,1,1,1,1,Control,5.0,60.0,66.0,F,2.0,28004.55,6.0,9.0
29815,5911010,4,2,2,2,0,Control,8.0,106.0,74.0,F,2.0,58229.56,6.0,9.0
29818,5911953,1,0,0,0,0,Control,22.0,270.0,56.0,M,3.0,188940.99,2.0,5.0
29819,5912421,1,1,0,0,0,Control,4.0,56.0,42.0,U,2.0,577413.17,6.0,9.0
29823,5913457,2,2,1,1,1,Control,6.0,73.0,38.5,U,2.0,61622.94,0.0,3.0
29825,5913950,1,1,1,1,1,Control,17.0,204.0,54.5,M,2.0,26429.3,0.0,3.0
29830,5915017,2,0,0,0,0,Control,5.0,71.0,59.0,M,2.0,160248.76,1.0,4.0
29831,5916139,1,0,0,0,0,Control,4.0,59.0,37.0,U,3.0,37837.88,3.0,6.0
29834,5916499,3,4,1,1,0,Control,15.0,180.0,58.0,F,2.0,102587.98,0.0,3.0
29836,5916963,1,1,1,1,1,Control,6.0,73.0,54.5,U,2.0,95237.71,2.0,5.0
29840,5918756,1,1,1,1,1,Control,9.0,109.0,39.0,M,2.0,72431.44,6.0,9.0
29843,5919352,4,5,2,1,1,Control,7.0,94.0,33.5,U,3.0,36668.4,6.0,9.0
29844,5919500,1,1,1,1,1,Control,9.0,108.0,33.5,F,2.0,29227.23,6.0,9.0
29846,5919871,1,0,0,0,0,Control,13.0,166.0,66.0,M,2.0,248231.31,6.0,9.0
29847,5920002,1,1,1,1,1,Control,24.0,292.0,54.0,M,3.0,2013366.71,6.0,9.0
29850,5920964,1,1,0,0,0,Control,12.0,154.0,26.0,F,3.0,62064.24,6.0,9.0
29852,5921121,2,2,3,0,0,Control,6.0,73.0,27.0,U,2.0,54167.42999999999,5.0,8.0
29854,5921317,1,2,2,4,1,Control,7.0,88.0,61.5,U,2.0,45913.65,5.0,8.0
29856,5921541,1,1,1,1,1,Control,21.0,262.0,48.5,M,2.0,47389.92999999999,1.0,4.0
29859,5922203,2,1,1,3,1,Control,6.0,78.0,53.5,U,2.0,64290.51,0.0,3.0
29863,5923022,1,0,0,0,0,Control,23.0,280.0,47.0,U,2.0,48685.51,1.0,4.0
29864,5923090,7,3,3,1,1,Control,16.0,195.0,37.0,F,3.0,148184.26,5.0,8.0
29867,5923648,1,2,2,1,1,Control,15.0,186.0,69.0,M,3.0,141335.36,6.0,9.0
29869,5923932,1,1,1,1,1,Control,6.0,74.0,51.5,F,4.0,86299.1,2.0,5.0
29873,5925028,2,1,0,0,0,Control,21.0,254.0,35.0,M,2.0,182106.15,1.0,4.0
29875,5925187,2,1,1,1,1,Control,14.0,178.0,55.5,M,2.0,34912.85,2.0,5.0
29879,5925836,10,2,4,4,1,Control,13.0,166.0,53.5,F,2.0,27792.9,2.0,5.0
29880,5926181,2,2,1,1,1,Control,22.0,275.0,53.5,F,3.0,252474.72,5.0,8.0
29883,5926428,1,1,1,1,1,Control,6.0,72.0,34.5,U,3.0,84681.04000000001,6.0,9.0
29885,5926831,1,1,1,1,1,Control,5.0,60.0,38.5,U,3.0,1606996.72,1.0,4.0
29887,5927068,1,1,2,4,1,Control,7.0,91.0,24.5,U,2.0,46143.87,1.0,4.0
29888,5927144,1,1,1,1,1,Control,15.0,189.0,61.5,M,2.0,208342.33,6.0,9.0
29891,5927828,1,1,1,3,0,Control,21.0,253.0,55.0,M,2.0,442531.89,4.0,7.0
29893,5927852,1,1,1,0,0,Control,12.0,149.0,53.0,M,2.0,90356.56,6.0,9.0
29894,5927926,1,1,2,1,1,Control,10.0,124.0,43.5,M,3.0,83447.39,1.0,4.0
29895,5928209,2,2,2,1,1,Control,7.0,95.0,48.5,U,2.0,65596.0,0.0,3.0
29897,5929008,11,2,2,0,0,Control,13.0,161.0,46.0,U,2.0,59539.5,6.0,9.0
29899,5929228,1,1,1,1,1,Control,13.0,160.0,32.5,M,4.0,124202.73,1.0,4.0
29900,5929302,4,1,1,1,1,Control,18.0,222.0,37.0,F,3.0,168902.59999999998,5.0,8.0
29903,5929521,2,2,1,1,0,Control,10.0,123.0,31.0,M,2.0,69616.38,6.0,9.0
29907,5930908,1,1,1,1,1,Control,11.0,134.0,47.5,F,2.0,39005.44,4.0,7.0
29911,5931603,2,1,1,1,1,Control,5.0,66.0,31.5,U,2.0,66328.35,2.0,5.0
29915,5931801,1,1,1,1,4,Control,35.0,423.0,67.0,F,2.0,56592.76,4.0,7.0
29916,5931978,1,1,1,1,1,Control,16.0,202.0,65.5,F,2.0,108008.79,4.0,7.0
29917,5932378,3,3,1,1,2,Control,36.0,442.0,52.5,M,4.0,805502.8200000001,2.0,5.0
29918,5932527,5,1,1,1,2,Control,24.0,292.0,81.0,M,3.0,967918.68,4.0,7.0
29919,5932743,28,5,2,2,0,Control,17.0,205.0,59.0,M,2.0,34030.63,4.0,7.0
29920,5932906,2,1,1,0,0,Control,14.0,179.0,57.0,M,2.0,39672.02,0.0,3.0
29924,5933753,4,1,1,1,1,Control,19.0,239.0,72.5,F,2.0,50649.0,6.0,9.0
29926,5934113,2,0,0,0,0,Control,10.0,128.0,62.0,M,2.0,40875.72,6.0,9.0
29940,5937062,1,1,1,1,1,Control,8.0,106.0,25.0,F,3.0,48689.28,6.0,9.0
29941,5937094,2,1,1,1,1,Control,8.0,98.0,26.5,U,2.0,42096.51,1.0,4.0
29942,5937217,1,1,1,1,1,Control,29.0,350.0,60.0,F,2.0,34035.22,0.0,3.0
29943,5937233,4,3,3,1,1,Control,14.0,174.0,47.0,F,2.0,36276.49,6.0,9.0
29944,5937847,1,1,1,1,1,Control,31.0,373.0,71.0,F,3.0,262751.39,6.0,9.0
29945,5937897,3,2,1,1,1,Control,17.0,210.0,63.5,M,2.0,482055.17,0.0,3.0
29947,5938853,0,1,1,1,1,Control,12.0,153.0,40.5,M,2.0,43082.55,1.0,4.0
29949,5939099,4,2,1,1,1,Control,6.0,77.0,41.0,U,2.0,44923.25,3.0,6.0
29952,5939898,1,1,1,1,1,Control,12.0,145.0,32.0,F,3.0,114545.78,2.0,5.0
29960,5942043,2,1,1,1,1,Control,21.0,260.0,44.0,F,2.0,38225.38,4.0,7.0
29962,5942983,1,1,1,1,1,Control,8.0,99.0,20.5,U,2.0,30909.51,0.0,3.0
29964,5943233,2,2,2,3,1,Control,9.0,109.0,59.5,F,2.0,43530.84,0.0,3.0
29966,5943882,1,1,1,1,1,Control,19.0,237.0,50.5,M,5.0,328370.38,6.0,9.0
29967,5943979,7,2,2,1,2,Control,4.0,57.0,59.0,U,2.0,30046.02,6.0,9.0
29968,5944118,1,1,1,1,1,Control,6.0,77.0,58.5,U,2.0,24840.4,3.0,6.0
29970,5944559,1,3,4,3,1,Control,21.0,253.0,71.0,M,2.0,155847.90999999997,5.0,8.0
29971,5944581,1,1,1,1,1,Control,5.0,71.0,56.5,U,2.0,46121.37,2.0,5.0
29972,5944624,3,1,1,1,1,Control,5.0,70.0,56.5,M,2.0,479994.82,6.0,9.0
29973,5944681,2,1,0,0,0,Control,6.0,73.0,44.0,U,2.0,40236.06,1.0,4.0
29978,5946442,1,1,1,1,1,Control,8.0,107.0,75.5,F,2.0,30920.71,4.0,7.0
29979,5946478,1,0,0,0,0,Control,13.0,158.0,24.0,F,2.0,149676.25,2.0,5.0
29982,5947049,1,0,0,0,0,Control,16.0,196.0,71.0,U,2.0,102343.49,2.0,5.0
29984,5947847,3,1,1,1,1,Control,6.0,80.0,29.5,U,2.0,37374.45,1.0,4.0
29986,5948434,2,2,2,1,1,Control,19.0,229.0,59.5,M,2.0,96896.31,5.0,8.0
29988,5948653,1,1,1,1,0,Control,13.0,166.0,65.0,U,2.0,67331.62,0.0,3.0
29990,5948961,2,1,1,1,1,Control,5.0,71.0,21.0,U,3.0,59510.44,3.0,6.0
29991,5949206,4,0,0,0,0,Control,26.0,315.0,21.0,F,3.0,67558.65,1.0,4.0
29993,5949254,2,1,1,1,1,Control,8.0,107.0,56.5,M,3.0,1613788.26,6.0,9.0
29996,5949669,1,1,2,2,1,Control,20.0,251.0,49.5,U,2.0,45270.06,0.0,3.0
30000,5950365,1,1,1,1,1,Control,5.0,66.0,29.5,U,2.0,41991.64,3.0,6.0
30002,5950401,1,2,3,2,7,Control,9.0,117.0,67.5,F,2.0,485659.14,2.0,5.0
30005,5950877,2,1,1,1,1,Control,19.0,235.0,32.5,M,2.0,296241.96,0.0,3.0
30008,5951127,2,2,3,3,1,Control,9.0,111.0,42.5,M,2.0,58735.89,2.0,5.0
30011,5951379,17,8,24,24,8,Control,7.0,89.0,27.0,U,2.0,34807.48,6.0,9.0
30013,5951709,3,10,6,1,1,Control,13.0,160.0,44.5,F,2.0,39052.24,4.0,7.0
30014,5951866,1,1,1,1,1,Control,8.0,98.0,47.5,F,2.0,24339.05,1.0,4.0
30016,5951934,16,2,1,2,1,Control,10.0,129.0,27.5,U,3.0,72280.20999999999,1.0,4.0
30017,5952009,1,3,2,2,1,Control,4.0,59.0,23.5,U,2.0,52772.9,1.0,4.0
30019,5952269,1,1,2,1,0,Control,13.0,161.0,66.0,M,2.0,32735.2,3.0,6.0
30022,5952641,1,1,1,1,1,Control,7.0,85.0,81.5,U,2.0,267608.29,6.0,9.0
30024,5952806,1,1,1,1,1,Control,4.0,55.0,34.5,F,2.0,29290.82,1.0,4.0
